Date,Time,Time Zone,Category,Item,Qty,Price Point Name,SKU,Modifiers Applied,Gross Sales,Discounts,Net Sales,Tax,Transaction ID,Itemization Type
2026-07-16,09:07:35,GMT+01:00,Coffee,Cappuccino,1,Large,MM-CAPPUCCINO-LA,,4.50,0.00,3.75,0.75,sq-demo-99263,Normal
2026-07-16,09:13:00,GMT+01:00,Tea,Hojicha Latte,1,Large,MM-HOJICHA-LATTE-LA,,4.80,0.00,4.00,0.80,sq-demo-99272,Normal
2026-07-16,09:14:24,GMT+01:00,Coffee,Cappuccino,3,Large,MM-CAPPUCCINO-LA,,13.50,0.00,11.25,2.25,sq-demo-99275,Normal
2026-07-16,09:14:55,GMT+01:00,Matcha,Iced Matcha Latte,1,Large,MM-ICED-MATCHA-LA-LA,,5.30,0.00,4.42,0.88,sq-demo-99277,Normal
2026-07-16,09:15:00,GMT+01:00,Tea,Hojicha Latte,2,Large,MM-HOJICHA-LATTE-LA,,9.60,0.00,8.00,1.60,sq-demo-99278,Normal
2026-07-16,09:15:00,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-99279,Normal
2026-07-16,09:23:09,GMT+01:00,Coffee,Cappuccino,2,Large,MM-CAPPUCCINO-LA,,9.00,0.00,7.50,1.50,sq-demo-99307,Normal
2026-07-16,09:37:18,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99333,Normal
2026-07-16,09:37:18,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-99334,Normal
2026-07-16,09:37:39,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-99335,Normal
2026-07-16,09:44:21,GMT+01:00,Coffee,Cappuccino,2,Regular,MM-CAPPUCCINO-RE,,8.00,0.00,6.67,1.33,sq-demo-99347,Normal
2026-07-16,09:44:21,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-99349,Normal
2026-07-16,09:49:17,GMT+01:00,Matcha,Iced Matcha Latte,1,Regular,MM-ICED-MATCHA-LA-RE,,4.80,0.00,4.00,0.80,sq-demo-99360,Normal
2026-07-16,09:53:49,GMT+01:00,Matcha,Matcha Latte,2,Large,MM-MATCHA-LATTE-LA,Oat Milk,10.00,0.00,8.33,1.67,sq-demo-99374,Normal
2026-07-16,09:53:49,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-99375,Normal
2026-07-16,09:56:14,GMT+01:00,Matcha,Matcha Latte,2,Regular,MM-MATCHA-LATTE-RE,,9.00,0.00,7.50,1.50,sq-demo-99382,Normal
2026-07-16,10:03:49,GMT+01:00,Coffee,Cappuccino,1,Large,MM-CAPPUCCINO-LA,,4.50,0.00,3.75,0.75,sq-demo-99401,Normal
2026-07-16,10:05:10,GMT+01:00,Coffee,Latte,1,Regular,MM-LATTE-RE,Oat Milk,4.20,0.00,3.50,0.70,sq-demo-99412,Normal
2026-07-16,10:07:54,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99422,Normal
2026-07-16,10:07:54,GMT+01:00,Retail,Ceramic Mug,1,Regular,MM-CERAMIC-MUG-RE,,16.00,0.00,13.33,2.67,sq-demo-99423,Normal
2026-07-16,10:10:01,GMT+01:00,Coffee,Filter Coffee,3,Regular,MM-FILTER-COFFEE-RE,,9.60,0.00,8.00,1.60,sq-demo-99430,Normal
2026-07-16,10:11:36,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-99437,Normal
2026-07-16,10:13:20,GMT+01:00,Matcha,Iced Matcha Latte,1,Regular,MM-ICED-MATCHA-LA-RE,,4.80,0.00,4.00,0.80,sq-demo-99440,Normal
2026-07-16,10:13:54,GMT+01:00,Coffee,Latte,1,Regular,MM-LATTE-RE,,4.20,0.00,3.50,0.70,sq-demo-99441,Normal
2026-07-16,10:15:56,GMT+01:00,Matcha,Matcha Latte,1,Large,MM-MATCHA-LATTE-LA,,5.00,0.00,4.17,0.83,sq-demo-99448,Normal
2026-07-16,10:20:44,GMT+01:00,Matcha,Matcha Latte,2,Regular,MM-MATCHA-LATTE-RE,,9.00,0.00,7.50,1.50,sq-demo-99466,Normal
2026-07-16,10:20:44,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-99467,Normal
2026-07-16,10:22:42,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-99471,Normal
2026-07-16,10:22:54,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99473,Normal
2026-07-16,10:23:07,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-99475,Normal
2026-07-16,10:24:30,GMT+01:00,Matcha,Iced Matcha Latte,1,Regular,MM-ICED-MATCHA-LA-RE,Oat Milk,4.80,0.00,4.00,0.80,sq-demo-99476,Normal
2026-07-16,10:27:24,GMT+01:00,Matcha,Iced Matcha Latte,2,Large,MM-ICED-MATCHA-LA-LA,,10.60,0.00,8.83,1.77,sq-demo-99484,Normal
2026-07-16,10:27:31,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-99485,Normal
2026-07-16,10:27:52,GMT+01:00,Coffee,Latte,1,Regular,MM-LATTE-RE,Oat Milk,4.20,0.00,3.50,0.70,sq-demo-99487,Normal
2026-07-16,10:27:55,GMT+01:00,Matcha,Iced Matcha Latte,1,Regular,MM-ICED-MATCHA-LA-RE,,4.80,0.00,4.00,0.80,sq-demo-99489,Normal
2026-07-16,10:31:16,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99498,Normal
2026-07-16,10:31:16,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-99499,Normal
2026-07-16,10:32:07,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-99503,Normal
2026-07-16,10:36:37,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99513,Normal
2026-07-16,10:38:07,GMT+01:00,Chocolate,Dark Hot Chocolate,1,Regular,MM-DARK-HOT-CHOCO-RE,,4.20,0.00,3.50,0.70,sq-demo-99518,Normal
2026-07-16,10:38:22,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99521,Normal
2026-07-16,10:41:32,GMT+01:00,Coffee,Cappuccino,2,Regular,MM-CAPPUCCINO-RE,,8.00,0.00,6.67,1.33,sq-demo-99532,Normal
2026-07-16,10:43:53,GMT+01:00,Coffee,Latte,2,Regular,MM-LATTE-RE,,8.40,0.00,7.00,1.40,sq-demo-99539,Normal
2026-07-16,10:46:43,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-99544,Normal
2026-07-16,10:47:00,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99548,Normal
2026-07-16,10:48:48,GMT+01:00,Matcha,Iced Matcha Latte,2,Regular,MM-ICED-MATCHA-LA-RE,,9.60,0.00,8.00,1.60,sq-demo-99557,Normal
2026-07-16,10:49:13,GMT+01:00,Chocolate,Dark Hot Chocolate,2,Regular,MM-DARK-HOT-CHOCO-RE,,8.40,0.00,7.00,1.40,sq-demo-99559,Normal
2026-07-16,10:54:22,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-99569,Normal
2026-07-16,10:55:25,GMT+01:00,Coffee,Espresso,1,Regular,MM-ESPRESSO-RE,,2.60,0.00,2.17,0.43,sq-demo-99571,Normal
2026-07-16,10:58:04,GMT+01:00,Tea,Sencha Pot,1,Large,MM-SENCHA-POT-LA,,3.80,0.00,3.17,0.63,sq-demo-99579,Normal
2026-07-16,10:58:42,GMT+01:00,Chocolate,Dark Hot Chocolate,1,Regular,MM-DARK-HOT-CHOCO-RE,,4.20,0.00,3.50,0.70,sq-demo-99580,Normal
2026-07-16,10:58:42,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-99581,Normal
2026-07-16,10:58:49,GMT+01:00,Matcha,Iced Matcha Latte,2,Large,MM-ICED-MATCHA-LA-LA,,10.60,0.00,8.83,1.77,sq-demo-99582,Normal
2026-07-16,10:59:45,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99583,Normal
2026-07-16,10:59:45,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-99584,Normal
2026-07-16,11:11:26,GMT+01:00,Tea,Hojicha Latte,1,Regular,MM-HOJICHA-LATTE-RE,,4.30,0.00,3.58,0.72,sq-demo-99594,Normal
2026-07-16,11:12:35,GMT+01:00,Matcha,Iced Matcha Latte,2,Regular,MM-ICED-MATCHA-LA-RE,,9.60,0.00,8.00,1.60,sq-demo-99596,Normal
2026-07-16,11:12:35,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-99597,Normal
2026-07-16,11:23:11,GMT+01:00,Tea,Hojicha Latte,2,Regular,MM-HOJICHA-LATTE-RE,,8.60,0.00,7.17,1.43,sq-demo-99611,Normal
2026-07-16,11:26:19,GMT+01:00,Tea,Hojicha Latte,1,Large,MM-HOJICHA-LATTE-LA,Oat Milk,4.80,0.00,4.00,0.80,sq-demo-99617,Normal
2026-07-16,11:26:19,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-99618,Normal
2026-07-16,11:29:36,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-99621,Normal
2026-07-16,11:30:26,GMT+01:00,Coffee,Filter Coffee,2,Large,MM-FILTER-COFFEE-LA,,7.40,0.00,6.17,1.23,sq-demo-99622,Normal
2026-07-16,11:36:13,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99624,Normal
2026-07-16,11:36:13,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-99625,Normal
2026-07-16,11:42:35,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-99634,Normal
2026-07-16,11:48:16,GMT+01:00,Matcha,Iced Matcha Latte,2,Regular,MM-ICED-MATCHA-LA-RE,,9.60,0.00,8.00,1.60,sq-demo-99636,Normal
2026-07-16,11:49:52,GMT+01:00,Matcha,Matcha Latte,2,Regular,MM-MATCHA-LATTE-RE,,9.00,0.00,7.50,1.50,sq-demo-99639,Normal
2026-07-16,11:49:52,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-99640,Normal
2026-07-16,11:51:58,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99643,Normal
2026-07-16,11:53:15,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-99644,Normal
2026-07-16,11:54:04,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99647,Normal
2026-07-16,11:54:04,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-99648,Normal
2026-07-16,11:55:48,GMT+01:00,Tea,Hojicha Latte,1,Large,MM-HOJICHA-LATTE-LA,,4.80,0.00,4.00,0.80,sq-demo-99649,Normal
2026-07-16,11:59:18,GMT+01:00,Matcha,Iced Matcha Latte,2,Large,MM-ICED-MATCHA-LA-LA,,10.60,0.00,8.83,1.77,sq-demo-99650,Normal
2026-07-16,12:05:30,GMT+01:00,Matcha,Matcha Latte,2,Large,MM-MATCHA-LATTE-LA,,10.00,0.00,8.33,1.67,sq-demo-99656,Normal
2026-07-16,12:06:01,GMT+01:00,Coffee,Latte,2,Regular,MM-LATTE-RE,,8.40,0.00,7.00,1.40,sq-demo-99657,Normal
2026-07-16,12:10:51,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-99662,Normal
2026-07-16,12:10:51,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-99663,Normal
2026-07-16,12:16:45,GMT+01:00,Matcha,Iced Matcha Latte,1,Regular,MM-ICED-MATCHA-LA-RE,,4.80,0.00,4.00,0.80,sq-demo-99666,Normal
2026-07-16,12:32:16,GMT+01:00,Chocolate,Dark Hot Chocolate,1,Regular,MM-DARK-HOT-CHOCO-RE,,4.20,0.00,3.50,0.70,sq-demo-99678,Normal
2026-07-16,12:32:29,GMT+01:00,Chocolate,Dark Hot Chocolate,2,Regular,MM-DARK-HOT-CHOCO-RE,,8.40,0.00,7.00,1.40,sq-demo-99679,Normal
2026-07-16,12:35:33,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-99680,Normal
2026-07-16,12:38:02,GMT+01:00,Matcha,Iced Matcha Latte,2,Regular,MM-ICED-MATCHA-LA-RE,,9.60,0.00,8.00,1.60,sq-demo-99684,Normal
2026-07-16,12:40:17,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-99685,Normal
2026-07-16,12:44:36,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-99689,Normal
2026-07-16,12:51:47,GMT+01:00,Matcha,Matcha Latte,2,Regular,MM-MATCHA-LATTE-RE,,9.00,0.00,7.50,1.50,sq-demo-99694,Normal
2026-07-16,12:52:20,GMT+01:00,Matcha,Iced Matcha Latte,1,Regular,MM-ICED-MATCHA-LA-RE,,4.80,0.00,4.00,0.80,sq-demo-99695,Normal
2026-07-16,12:52:41,GMT+01:00,Coffee,Latte,1,Regular,MM-LATTE-RE,,4.20,0.00,3.50,0.70,sq-demo-99696,Normal
2026-07-16,12:52:41,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-99698,Normal
2026-07-16,12:52:55,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99699,Normal
2026-07-16,12:59:24,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99710,Normal
2026-07-16,13:09:44,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99714,Normal
2026-07-16,13:14:38,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-99723,Normal
2026-07-16,13:24:48,GMT+01:00,Matcha,Iced Matcha Latte,2,Large,MM-ICED-MATCHA-LA-LA,,10.60,0.00,8.83,1.77,sq-demo-99732,Normal
2026-07-16,13:24:50,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-99733,Normal
2026-07-16,13:27:45,GMT+01:00,Tea,Hojicha Latte,1,Regular,MM-HOJICHA-LATTE-RE,,4.30,0.00,3.58,0.72,sq-demo-99736,Normal
2026-07-16,13:29:25,GMT+01:00,Coffee,Espresso,2,Regular,MM-ESPRESSO-RE,,5.20,0.00,4.33,0.87,sq-demo-99738,Normal
2026-07-16,13:31:16,GMT+01:00,Chocolate,Dark Hot Chocolate,1,Regular,MM-DARK-HOT-CHOCO-RE,,4.20,0.00,3.50,0.70,sq-demo-99744,Normal
2026-07-16,13:37:20,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-99746,Normal
2026-07-16,13:37:20,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-99747,Normal
2026-07-16,13:37:23,GMT+01:00,Coffee,Cappuccino,1,Regular,MM-CAPPUCCINO-RE,,4.00,0.00,3.33,0.67,sq-demo-99749,Normal
2026-07-16,13:39:43,GMT+01:00,Matcha,Iced Matcha Latte,1,Regular,MM-ICED-MATCHA-LA-RE,"Oat Milk, Extra Matcha Shot",4.80,0.00,4.00,0.80,sq-demo-99751,Normal
2026-07-16,13:39:43,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-99752,Normal
2026-07-16,13:44:12,GMT+01:00,Tea,Sencha Pot,1,Regular,MM-SENCHA-POT-RE,,3.80,0.00,3.17,0.63,sq-demo-99754,Normal
2026-07-16,13:44:58,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99757,Normal
2026-07-16,13:51:04,GMT+01:00,Coffee,Latte,1,Regular,MM-LATTE-RE,,4.20,0.00,3.50,0.70,sq-demo-99763,Normal
2026-07-16,13:53:46,GMT+01:00,Chocolate,Dark Hot Chocolate,1,Regular,MM-DARK-HOT-CHOCO-RE,,4.20,0.00,3.50,0.70,sq-demo-99765,Normal
2026-07-16,13:56:13,GMT+01:00,Coffee,Cappuccino,1,Regular,MM-CAPPUCCINO-RE,,4.00,0.00,3.33,0.67,sq-demo-99766,Normal
2026-07-16,14:01:25,GMT+01:00,Tea,Hojicha Latte,2,Large,MM-HOJICHA-LATTE-LA,,9.60,0.00,8.00,1.60,sq-demo-99771,Normal
2026-07-16,14:02:43,GMT+01:00,Coffee,Cappuccino,1,Regular,MM-CAPPUCCINO-RE,,4.00,0.00,3.33,0.67,sq-demo-99772,Normal
2026-07-16,14:10:58,GMT+01:00,Chocolate,Dark Hot Chocolate,1,Regular,MM-DARK-HOT-CHOCO-RE,,4.20,0.00,3.50,0.70,sq-demo-99776,Normal
2026-07-16,14:10:58,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-99777,Normal
2026-07-16,14:15:22,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-99780,Normal
2026-07-16,14:17:14,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-99785,Normal
2026-07-16,14:18:48,GMT+01:00,Chocolate,Dark Hot Chocolate,1,Regular,MM-DARK-HOT-CHOCO-RE,,4.20,0.00,3.50,0.70,sq-demo-99786,Normal
2026-07-16,14:19:26,GMT+01:00,Coffee,Cappuccino,1,Regular,MM-CAPPUCCINO-RE,,4.00,0.00,3.33,0.67,sq-demo-99787,Normal
2026-07-16,14:19:26,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-99789,Normal
2026-07-16,14:21:07,GMT+01:00,Matcha,Matcha Latte,1,Large,MM-MATCHA-LATTE-LA,,5.00,0.00,4.17,0.83,sq-demo-99790,Normal
2026-07-16,14:21:07,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-99791,Normal
2026-07-16,14:24:11,GMT+01:00,Coffee,Latte,1,Regular,MM-LATTE-RE,,4.20,0.00,3.50,0.70,sq-demo-99792,Normal
2026-07-16,14:24:11,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-99794,Normal
2026-07-16,14:29:28,GMT+01:00,Matcha,Matcha Latte,2,Large,MM-MATCHA-LATTE-LA,,10.00,0.00,8.33,1.67,sq-demo-99797,Normal
2026-07-16,14:45:46,GMT+01:00,Tea,Sencha Pot,1,Large,MM-SENCHA-POT-LA,,3.80,0.00,3.17,0.63,sq-demo-99807,Normal
2026-07-16,14:45:46,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-99808,Normal
2026-07-16,14:55:47,GMT+01:00,Tea,Sencha Pot,1,Regular,MM-SENCHA-POT-RE,,3.80,0.00,3.17,0.63,sq-demo-99812,Normal
2026-07-16,14:58:14,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-99816,Normal
2026-07-16,15:00:01,GMT+01:00,Coffee,Cappuccino,1,Large,MM-CAPPUCCINO-LA,,4.50,0.00,3.75,0.75,sq-demo-99819,Normal
2026-07-16,15:12:18,GMT+01:00,Coffee,Filter Coffee,2,Regular,MM-FILTER-COFFEE-RE,,6.40,0.00,5.33,1.07,sq-demo-99827,Normal
2026-07-16,15:17:53,GMT+01:00,Matcha,Iced Matcha Latte,2,Large,MM-ICED-MATCHA-LA-LA,,10.60,0.00,8.83,1.77,sq-demo-99830,Normal
2026-07-16,15:31:01,GMT+01:00,Coffee,Latte,2,Regular,MM-LATTE-RE,,8.40,0.00,7.00,1.40,sq-demo-99839,Normal
2026-07-16,15:31:01,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-99841,Normal
2026-07-16,15:31:25,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-99842,Normal
2026-07-16,15:40:59,GMT+01:00,Coffee,Espresso,2,Regular,MM-ESPRESSO-RE,,5.20,0.00,4.33,0.87,sq-demo-99851,Normal
2026-07-16,15:41:47,GMT+01:00,Tea,Hojicha Latte,1,Large,MM-HOJICHA-LATTE-LA,Oat Milk,4.80,0.00,4.00,0.80,sq-demo-99852,Normal
2026-07-16,15:42:13,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99853,Normal
2026-07-16,15:42:13,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-99854,Normal
2026-07-16,15:42:18,GMT+01:00,Matcha,Matcha Latte,1,Large,MM-MATCHA-LATTE-LA,,5.00,0.00,4.17,0.83,sq-demo-99855,Normal
2026-07-16,15:45:54,GMT+01:00,Coffee,Filter Coffee,1,Large,MM-FILTER-COFFEE-LA,,3.70,0.00,3.08,0.62,sq-demo-99857,Normal
2026-07-16,15:45:54,GMT+01:00,Bakery,Miso Banana Loaf,1,Regular,MM-MISO-BANANA-LO-RE,,3.80,0.00,3.17,0.63,sq-demo-99858,Normal
2026-07-16,15:47:51,GMT+01:00,Tea,Hojicha Latte,2,Large,MM-HOJICHA-LATTE-LA,,9.60,0.00,8.00,1.60,sq-demo-99859,Normal
2026-07-16,15:49:57,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99861,Normal
2026-07-16,15:50:47,GMT+01:00,Matcha,Matcha Latte,1,Large,MM-MATCHA-LATTE-LA,,5.00,0.00,4.17,0.83,sq-demo-99862,Normal
2026-07-16,15:50:47,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-99863,Normal
2026-07-16,15:52:19,GMT+01:00,Matcha,Matcha Latte,2,Large,MM-MATCHA-LATTE-LA,,10.00,0.00,8.33,1.67,sq-demo-99869,Normal
2026-07-16,15:57:50,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99875,Normal
2026-07-16,15:59:17,GMT+01:00,Tea,Sencha Pot,1,Regular,MM-SENCHA-POT-RE,,3.80,0.00,3.17,0.63,sq-demo-99877,Normal
2026-07-16,15:59:17,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-99878,Normal
2026-07-16,16:03:14,GMT+01:00,Matcha,Matcha Latte,2,Large,MM-MATCHA-LATTE-LA,,10.00,0.00,8.33,1.67,sq-demo-99880,Normal
2026-07-16,16:07:00,GMT+01:00,Coffee,Espresso,1,Regular,MM-ESPRESSO-RE,,2.60,0.00,2.17,0.43,sq-demo-99885,Normal
2026-07-16,16:11:52,GMT+01:00,Chocolate,Dark Hot Chocolate,1,Regular,MM-DARK-HOT-CHOCO-RE,,4.20,0.00,3.50,0.70,sq-demo-99893,Normal
2026-07-16,16:13:06,GMT+01:00,Tea,Hojicha Latte,1,Regular,MM-HOJICHA-LATTE-RE,Oat Milk,4.30,0.00,3.58,0.72,sq-demo-99894,Normal
2026-07-16,16:13:24,GMT+01:00,Matcha,Matcha Latte,2,Large,MM-MATCHA-LATTE-LA,,10.00,0.00,8.33,1.67,sq-demo-99895,Normal
2026-07-16,16:13:24,GMT+01:00,Bakery,Croissant,1,Regular,MM-CROISSANT-RE,,3.40,0.00,2.83,0.57,sq-demo-99896,Normal
2026-07-16,16:13:34,GMT+01:00,Coffee,Cappuccino,1,Large,MM-CAPPUCCINO-LA,Oat Milk,4.50,0.00,3.75,0.75,sq-demo-99897,Normal
2026-07-16,16:13:54,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99899,Normal
2026-07-16,16:17:09,GMT+01:00,Coffee,Filter Coffee,2,Large,MM-FILTER-COFFEE-LA,,7.40,0.00,6.17,1.23,sq-demo-99902,Normal
2026-07-16,16:18:44,GMT+01:00,Coffee,Filter Coffee,1,Regular,MM-FILTER-COFFEE-RE,,3.20,0.00,2.67,0.53,sq-demo-99903,Normal
2026-07-16,16:18:44,GMT+01:00,Bakery,Mochi Donut,1,Regular,MM-MOCHI-DONUT-RE,,3.60,0.00,3.00,0.60,sq-demo-99904,Normal
2026-07-16,16:20:33,GMT+01:00,Coffee,Espresso,2,Regular,MM-ESPRESSO-RE,,5.20,0.00,4.33,0.87,sq-demo-99905,Normal
